,Nflow,B,N
7,0.07491796875,30000,10
8,0.06963671874999999,30000,10
9,0.06269140625,30000,10
10,0.07096875,30000,10
11,0.05840625000000001,30000,10
12,0.07157812499999999,30000,10
13,0.09852734375,30000,10
14,0.09486328125,30000,10
15,0.0541796875,30000,10
16,0.06508984375,30000,10
17,0.06803125,30000,10
18,0.06361718749999999,30000,10
19,0.11970703125000001,30000,10
20,0.053003906249999996,30000,10
21,0.06007812499999999,30000,10
22,0.06357421875,30000,10
23,0.066390625,30000,10
24,0.0663125,30000,10
25,0.06530859374999999,30000,10
26,0.05809375,30000,10
27,0.07755078124999999,30000,10
28,0.09725390625,30000,10
29,0.07794140624999998,30000,10
0,0.12157421874999999,10000,20
1,0.10559765625000002,10000,20
2,0.1118046875,10000,20
3,0.10200000000000001,10000,20
4,0.11334375000000001,10000,20
5,0.11020703125,10000,20
6,0.11183593750000001,10000,20
7,0.102765625,10000,20
8,0.09783984375000002,10000,20
9,0.10801562500000002,10000,20
10,0.10562109375,10000,20
11,0.12215234375000002,10000,20
12,0.10588671875000003,10000,20
13,0.10573046875000001,10000,20
14,0.1066328125,10000,20
15,0.12034765625,10000,20
16,0.10405468750000002,10000,20
17,0.1043828125,10000,20
18,0.11743750000000001,10000,20
19,0.11233203125,10000,20
